S#,SNAME,SEX,BDATE,HEIGHT,DORM
02203548,金阳,女,2002-10-15,1.52,西5舍544
02003550,李明,男,2001-10-08,1.68,东5舍544
02203552,白秀兰,女,2003-01-01,1.73,西5舍545
02003554,陈莹,男,2001-10-23,1.72,东5舍545
02203556,贺梅,女,2001-10-04,1.63,西5舍545
02003558,赖涛,男,2003-07-09,1.71,东5舍545
02203560,张飞,女,2003-05-18,1.75,西5舍546
02003562,陈杰,男,2001-07-15,1.76,东5舍546
02203564,刘凤英,女,2002-09-21,1.61,西5舍546
02003566,陆玉梅,男,2001-01-14,1.88,东5舍546
02203568,王雪,女,2002-10-29,1.80,西5舍547
02003570,潘桂花,男,2002-08-26,1.72,东5舍547
02203572,周丽丽,女,2001-10-19,1.69,西5舍547
02003574,沈桂荣,男,2001-08-09,1.67,东5舍547
02203576,孙博,女,2002-11-13,1.57,西5舍548
02003578,罗林,男,2001-06-19,1.62,东5舍548
02203580,王冬梅,女,2001-02-07,1.76,西5舍548
02003582,斯雷,男,2003-01-24,1.65,东5舍548
02203584,李兰英,女,2001-02-04,1.58,西5舍549
02003586,丁丹,男,2003-04-26,1.65,东5舍549
02203588,周凯,女,2002-11-03,1.72,西5舍549
02003590,阎柳,男,2002-09-14,1.65,东5舍549
02203592,曹丹丹,女,2001-05-24,1.60,西5舍550
02003594,黄颖,男,2002-05-18,1.80,东5舍550
02203596,吴淑珍,女,2002-08-31,1.50,西5舍550
02003598,张琳,男,2002-01-17,1.72,东5舍550
02203600,任慧,女,2001-03-23,1.53,西5舍551
02003602,王兵,男,2001-02-03,1.74,东5舍551
02203604,林玉华,女,2003-12-24,1.66,西5舍551
02003606,薛琴,男,2001-09-11,1.61,东5舍551
02203608,张斌,女,2002-11-05,1.75,西5舍552
02003610,夏艳,男,2001-08-26,1.84,东5舍552
02203612,曹丽丽,女,2001-06-01,1.80,西5舍552
02003614,钟玉兰,男,2001-04-25,1.86,东5舍552
02203616,许博,女,2003-01-20,1.54,西5舍553
02003618,郭岩,男,2002-10-11,1.71,东5舍553
02203620,邓金凤,女,2002-04-29,1.70,西5舍553
02003622,靳丽,男,2003-06-02,1.83,东5舍553
02203624,张辉,女,2002-02-04,1.66,西5舍554
02003626,崔建国,男,2003-09-11,1.69,东5舍554
02203628,唐亮,女,2001-05-08,1.70,西5舍554
02003630,林畅,男,2003-10-17,1.81,东5舍554
02203632,黄平,女,2002-03-02,1.65,西5舍555
02003634,万秀珍,男,2003-04-10,1.88,东5舍555
02203636,禹辉,女,2003-03-04,1.70,西5舍555
02003638,苟华,男,2003-04-02,1.71,东5舍555
02203640,傅宁,女,2002-08-12,1.74,西5舍556
02003642,杨利,男,2003-08-21,1.62,东5舍556
02203644,李玉英,女,2003-08-20,1.56,西5舍556
02003646,马丹,男,2003-11-22,1.62,东5舍556
02203648,朱建平,女,2003-12-17,1.59,西5舍557
02003650,陈欣,男,2001-08-22,1.88,东5舍557
02203652,吴海燕,女,2003-12-22,1.72,西5舍557
02003654,马晨,男,2003-08-04,1.82,东5舍557
02203656,王秀芳,女,2001-04-09,1.74,西5舍558
02003658,叶畅,男,2002-09-29,1.83,东5舍558
02203660,张楠,女,2002-07-26,1.79,西5舍558
02003662,孙佳,男,2002-08-26,1.88,东5舍558
02203664,熊淑英,女,2003-05-03,1.52,西5舍559
02003666,张春梅,男,2002-03-04,1.83,东5舍559
02203668,张静,女,2002-02-03,1.55,西5舍559
02003670,邹兵,男,2003-09-28,1.68,东5舍559
02203672,张雪梅,女,2003-12-01,1.68,西5舍560
02003674,瞿瑞,男,2002-10-30,1.81,东5舍560
02203676,刘利,女,2001-06-29,1.52,西5舍560
02003678,郝岩,男,2003-03-21,1.67,东5舍560
02203680,苏波,女,2001-01-03,1.57,西5舍561
02003682,黄兰英,男,2002-01-27,1.69,东5舍561
02203684,陈艳,女,2001-01-11,1.65,西5舍561
02003686,吴桂英,男,2003-08-09,1.67,东5舍561
02203688,强丹丹,女,2002-11-25,1.58,西5舍562
02003690,李桂珍,男,2002-07-21,1.70,东5舍562
02203692,柳丹,女,2003-04-30,1.54,西5舍562
02003694,吴婷,男,2002-10-06,1.68,东5舍562
02203696,王想,女,2001-06-26,1.50,西5舍563
02003698,张瑜,男,2003-05-14,1.90,东5舍563
02203700,冯桂英,女,2003-01-02,1.72,西5舍563
02003702,张宁,男,2002-08-05,1.60,东5舍563
02203704,曾宇,女,2001-09-03,1.76,西5舍564
02003706,范颖,男,2002-04-07,1.69,东5舍564
02203708,申瑞,女,2003-09-17,1.53,西5舍564
02003710,王荣,男,2003-11-11,1.89,东5舍564
02203712,杨欣,女,2002-05-06,1.65,西5舍565
02003714,林博,男,2001-03-07,1.72,东5舍565
02203716,陈平,女,2003-03-20,1.60,西5舍565
02003718,王雪梅,男,2002-12-10,1.67,东5舍565
02203720,陈楠,女,2002-12-15,1.52,西5舍566
02003722,丁淑珍,男,2003-09-29,1.87,东5舍566
02203724,张云,女,2003-06-24,1.69,西5舍566
02003726,张利,男,2003-01-22,1.68,东5舍566
02203728,廖健,女,2002-11-25,1.72,西5舍567
02003730,周芳,男,2003-06-19,1.64,东5舍567
02203732,吴涛,女,2003-01-25,1.57,西5舍567
02003734,张楠,男,2002-07-01,1.87,东5舍567
02203736,周飞,女,2001-01-19,1.75,西5舍568
02003738,孙荣,男,2001-04-11,1.74,东5舍568
02203740,魏丽娟,女,2002-07-10,1.61,西5舍568
02003742,张桂香,男,2003-02-11,1.76,东5舍568
02203744,黎柳,女,2002-02-05,1.58,西5舍569
02003746,张丽丽,男,2002-07-26,1.67,东5舍569
02203748,曾俊,女,2003-08-24,1.69,西5舍569
02003750,黄淑珍,男,2002-06-03,1.79,东5舍569
02203752,陈小红,女,2001-06-12,1.67,西5舍570
02003754,赵金凤,男,2001-11-16,1.72,东5舍570
02203756,赵凤兰,女,2001-06-01,1.75,西5舍570
02003758,汪宇,男,2002-04-12,1.82,东5舍570
02203760,任玉兰,女,2002-03-02,1.63,西5舍571
02003762,沈云,男,2003-10-04,1.63,东5舍571
02203764,胡龙,女,2001-01-21,1.50,西5舍571
02003766,席雷,男,2003-02-01,1.72,东5舍571
02203768,何秀荣,女,2003-10-23,1.62,西5舍572
02003770,刘亮,男,2002-11-25,1.81,东5舍572
02203772,庄梅,女,2003-12-29,1.53,西5舍572
02003774,唐倩,男,2002-10-06,1.87,东5舍572
02203776,曾军,女,2002-11-26,1.64,西5舍573
02003778,陈玉,男,2002-01-23,1.60,东5舍573
02203780,李霞,女,2002-10-31,1.58,西5舍573
02003782,李云,男,2001-03-26,1.84,东5舍573
02203784,杨桂花,女,2001-05-14,1.70,西5舍574
02003786,李玉梅,男,2003-05-22,1.73,东5舍574
02203788,赵建平,女,2003-08-10,1.56,西5舍574
02003790,李岩,男,2001-02-26,1.73,东5舍574
02203792,赵红霞,女,2001-07-24,1.57,西5舍575
02003794,王雪梅,男,2001-01-01,1.67,东5舍575
02203796,徐柳,女,2002-09-22,1.57,西5舍575
02003798,许欢,男,2002-10-08,1.62,东5舍575
02203800,黄云,女,2002-11-28,1.66,西5舍576
02003802,杨红梅,男,2002-01-07,1.62,东5舍576
02203804,李军,女,2001-04-11,1.58,西5舍576
02003806,张文,男,2003-04-10,1.84,东5舍576
02203808,安龙,女,2003-08-16,1.54,西5舍577
02003810,何帆,男,2003-01-13,1.77,东5舍577
02203812,汤洋,女,2001-11-02,1.62,西5舍577
02003814,谢明,男,2002-12-08,1.68,东5舍577
02203816,张燕,女,2003-10-12,1.79,西5舍578
02003818,杨桂珍,男,2001-07-25,1.65,东5舍578
02203820,陈阳,女,2001-03-11,1.77,西5舍578
02003822,吴春梅,男,2003-09-10,1.89,东5舍578
02203824,何冬梅,女,2002-03-04,1.77,西5舍579
02003826,裴畅,男,2001-05-21,1.62,东5舍579
02203828,李娟,女,2002-10-06,1.63,西5舍579
02003830,王鑫,男,2002-07-07,1.72,东5舍579
02203832,王红霞,女,2003-10-08,1.75,西5舍580
02003834,徐秀云,男,2001-09-07,1.79,东5舍580
02203836,王萍,女,2002-05-06,1.71,西5舍580
02003838,芦伟,男,2003-07-18,1.68,东5舍580
02203840,岳建平,女,2002-12-27,1.63,西5舍581
02003842,林红,男,2003-01-08,1.89,东5舍581
02203844,魏宁,女,2001-06-29,1.78,西5舍581
02003846,黄杨,男,2002-04-01,1.89,东5舍581
02203848,宋颖,女,2003-05-07,1.72,西5舍582
02003850,赖雷,男,2002-03-30,1.88,东5舍582
02203852,陈建平,女,2003-03-02,1.67,西5舍582
02003854,孙丽,男,2001-05-12,1.75,东5舍582
02203856,胡博,女,2003-01-20,1.60,西5舍583
02003858,龚佳,男,2003-03-26,1.71,东5舍583
02203860,魏艳,女,2002-08-17,1.73,西5舍583
02003862,周丹丹,男,2002-05-05,1.68,东5舍583
02203864,宋玉华,女,2001-01-08,1.62,西5舍584
02003866,李杨,男,2001-01-18,1.67,东5舍584
02203868,张明,女,2001-04-11,1.64,西5舍584
02003870,王兰英,男,2002-01-03,1.86,东5舍584
02203872,吴帅,女,2003-09-21,1.59,西5舍585
02003874,刘文,男,2001-08-12,1.84,东5舍585
02203876,汪冬梅,女,2003-08-09,1.57,西5舍585
02003878,许淑兰,男,2003-08-02,1.81,东5舍585
02203880,黄冬梅,女,2003-02-23,1.62,西5舍586
02003882,李丽,男,2002-11-15,1.73,东5舍586
02203884,汪金凤,女,2001-02-15,1.73,西5舍586
02003886,赵红梅,男,2001-09-03,1.88,东5舍586
02203888,杨洋,女,2001-10-17,1.64,西5舍587
02003890,周勇,男,2002-11-07,1.71,东5舍587
02203892,廖明,女,2002-01-12,1.50,西5舍587
02003894,赵雷,男,2003-12-20,1.89,东5舍587
02203896,周东,女,2003-05-21,1.67,西5舍588
02003898,张静,男,2001-04-17,1.67,东5舍588
02203900,王霞,女,2002-09-19,1.73,西5舍588
02003902,王玉珍,男,2002-03-18,1.64,东5舍588
02203904,陈婷,女,2002-02-14,1.70,西5舍589
02003906,唐想,男,2003-04-20,1.80,东5舍589
02203908,郭莹,女,2002-08-23,1.67,西5舍589
02003910,吴丽娟,男,2001-09-24,1.63,东5舍589
02203912,魏楠,女,2003-01-26,1.65,西5舍590
02003914,昝秀珍,男,2003-11-30,1.73,东5舍590
02203916,杨宁,女,2003-07-18,1.64,西5舍590
02003918,谢丹丹,男,2003-08-29,1.75,东5舍590
02203920,岑建国,女,2002-06-15,1.71,西5舍591
02003922,唐璐,男,2002-10-26,1.86,东5舍591
02203924,林丽,女,2002-08-11,1.61,西5舍591
02003926,赵玉华,男,2002-12-11,1.72,东5舍591
02203928,陈涛,女,2003-07-15,1.70,西5舍592
02003930,康林,男,2003-08-22,1.85,东5舍592
02203932,杜玉兰,女,2001-05-18,1.73,西5舍592
02003934,潘建平,男,2003-12-15,1.68,东5舍592
02203936,张刚,女,2001-04-10,1.59,西5舍593
02003938,黄凤兰,男,2003-07-06,1.77,东5舍593
02203940,赖梅,女,2001-11-14,1.73,西5舍593
02003942,车玉兰,男,2002-07-25,1.77,东5舍593
02203944,兰兵,女,2003-07-18,1.68,西5舍594
02003946,邓欣,男,2001-01-25,1.80,东5舍594
02203948,魏秀华,女,2002-09-22,1.58,西5舍594
02003950,韦玉梅,男,2002-09-09,1.75,东5舍594
02203952,杨红霞,女,2001-01-21,1.58,西5舍595
02003954,卢小红,男,2001-10-01,1.61,东5舍595
02203956,赵桂香,女,2002-08-27,1.52,西5舍595
02003958,伊晶,男,2001-11-02,1.85,东5舍595
02203960,王杨,女,2003-01-03,1.60,西5舍596
02003962,张洋,男,2002-09-17,1.76,东5舍596
02203964,王强,女,2003-08-15,1.63,西5舍596
02003966,林婷,男,2003-03-15,1.61,东5舍596
02203968,谢林,女,2001-03-12,1.63,西5舍597
02003970,阚超,男,2003-12-25,1.87,东5舍597
02203972,杨建军,女,2003-02-22,1.66,西5舍597
02003974,张飞,男,2003-11-07,1.67,东5舍597
02203976,欧小红,女,2002-01-10,1.63,西5舍598
02003978,张鑫,男,2002-02-18,1.63,东5舍598
02203980,郭凯,女,2003-01-20,1.71,西5舍598
02003982,李娟,男,2002-03-19,1.90,东5舍598
02203984,刘娜,女,2002-06-03,1.56,西5舍599
02003986,吴龙,男,2001-12-14,1.69,东5舍599
02203988,龚秀华,女,2003-08-06,1.55,西5舍599
02003990,陈淑华,男,2002-08-09,1.60,东5舍599
02203992,袁成,女,2001-09-19,1.56,西5舍600
02003994,杨峰,男,2003-03-16,1.82,东5舍600
02203996,俞帅,女,2001-12-07,1.52,西5舍600
02003998,易秀云,男,2003-09-23,1.62,东5舍600
02204000,唐鑫,女,2002-11-04,1.62,西6舍101
02004002,萧佳,男,2003-07-26,1.78,东6舍101
02204004,刘芳,女,2002-08-02,1.71,西6舍101
02004006,张玲,男,2002-01-29,1.77,东6舍101
02204008,金林,女,2003-11-09,1.79,西6舍102
02004010,任淑兰,男,2003-04-15,1.74,东6舍102
02204012,罗秀华,女,2001-07-06,1.65,西6舍102
02004014,周彬,男,2003-10-02,1.90,东6舍102
02204016,胡宁,女,2003-02-20,1.79,西6舍103
02004018,何秀英,男,2001-04-19,1.82,东6舍103
02204020,钟岩,女,2002-03-18,1.51,西6舍103
02004022,王杨,男,2003-03-10,1.83,东6舍103
02204024,姚阳,女,2003-11-15,1.67,西6舍104
02004026,杜辉,男,2003-08-07,1.77,东6舍104
02204028,纪玉英,女,2001-06-02,1.69,西6舍104
02004030,张玲,男,2002-05-05,1.90,东6舍104
02204032,龚丽,女,2002-10-04,1.78,西6舍105
02004034,彭桂珍,男,2001-05-07,1.88,东6舍105
02204036,薛敏,女,2002-04-30,1.68,西6舍105
02004038,马丹丹,男,2002-12-14,1.80,东6舍105
02204040,韦兵,女,2002-06-15,1.69,西6舍106
02004042,马秀云,男,2001-02-05,1.85,东6舍106
02204044,张旭,女,2001-08-06,1.61,西6舍106
02004046,王玉,男,2003-03-05,1.67,东6舍106
02204048,张桂珍,女,2002-02-27,1.50,西6舍107
02004050,周强,男,2001-06-03,1.68,东6舍107
02204052,王金凤,女,2001-05-13,1.72,西6舍107
02004054,曾斌,男,2001-09-03,1.69,东6舍107
02204056,李秀梅,女,2002-09-25,1.74,西6舍108
02004058,李梅,男,2003-05-17,1.78,东6舍108
02204060,李婷婷,女,2003-09-20,1.61,西6舍108
02004062,周金凤,男,2003-03-28,1.85,东6舍108
02204064,王华,女,2003-08-19,1.50,西6舍109
02004066,徐平,男,2002-12-14,1.70,东6舍109
02204068,张林,女,2003-07-10,1.73,西6舍109
02004070,杨艳,男,2001-08-14,1.67,东6舍109
02204072,刘俊,女,2002-05-19,1.60,西6舍110
02004074,熊桂花,男,2001-06-30,1.90,东6舍110
02204076,周斌,女,2002-01-01,1.78,西6舍110
02004078,张萍,男,2001-10-30,1.84,东6舍110
02204080,温洋,女,2002-03-21,1.70,西6舍111
02004082,周欢,男,2003-07-31,1.76,东6舍111
02204084,韩明,女,2001-03-20,1.56,西6舍111
02004086,郝璐,男,2002-02-19,1.77,东6舍111
02204088,刘秀英,女,2001-09-02,1.70,西6舍112
02004090,王燕,男,2001-12-06,1.82,东6舍112
02204092,刘冬梅,女,2003-05-03,1.58,西6舍112
02004094,赵玉梅,男,2002-12-12,1.66,东6舍112
02204096,李琳,女,2003-05-12,1.80,西6舍113
02004098,何秀梅,男,2003-02-19,1.61,东6舍113
02204100,罗红,女,2003-05-12,1.53,西6舍113
02004102,张秀英,男,2003-06-30,1.69,东6舍113
02204104,许玉,女,2003-11-09,1.77,西6舍114
02004106,郭秀华,男,2003-04-13,1.86,东6舍114
02204108,许浩,女,2002-05-21,1.51,西6舍114
02004110,唐敏,男,2003-05-26,1.80,东6舍114
02204112,谭金凤,女,2001-08-19,1.79,西6舍115
02004114,陈强,男,2003-12-14,1.81,东6舍115
02204116,李英,女,2001-05-09,1.56,西6舍115
02004118,李畅,男,2002-08-25,1.74,东6舍115
02204120,张华,女,2001-06-29,1.65,西6舍116
02004122,欧阳燕,男,2001-08-04,1.84,东6舍116
02204124,王平,女,2001-06-11,1.77,西6舍116
02004126,赵艳,男,2001-12-28,1.66,东6舍116
02204128,王淑兰,女,2001-01-02,1.63,西6舍117
02004130,马婷,男,2003-10-18,1.68,东6舍117
02204132,谭帅,女,2002-04-30,1.72,西6舍117
02004134,薛英,男,2002-09-29,1.80,东6舍117
02204136,杨莉,女,2002-12-28,1.59,西6舍118
02004138,许玉英,男,2003-04-14,1.61,东6舍118
02204140,李凤英,女,2001-05-04,1.80,西6舍118
02004142,李想,男,2003-09-08,1.80,东6舍118
02204144,安刚,女,2001-06-18,1.58,西6舍119
02004146,李桂荣,男,2003-08-15,1.87,东6舍119
02204148,马平,女,2001-11-07,1.66,西6舍119
02004150,潘超,男,2002-03-30,1.68,东6舍119
02204152,游军,女,2002-12-02,1.65,西6舍120
02004154,庞梅,男,2001-05-21,1.86,东6舍120
02204156,高玉华,女,2003-04-15,1.61,西6舍120
02004158,杨瑞,男,2001-06-17,1.71,东6舍120
02204160,王宇,女,2002-09-20,1.75,西6舍121
02004162,潘晨,男,2001-05-15,1.60,东6舍121
02204164,李婷婷,女,2002-03-10,1.55,西6舍121
02004166,吴雷,男,2003-02-21,1.62,东6舍121
02204168,陈建平,女,2003-10-25,1.55,西6舍122
02004170,罗春梅,男,2002-01-21,1.62,东6舍122
02204172,王波,女,2001-01-13,1.74,西6舍122
02004174,钟洋,男,2002-05-29,1.71,东6舍122
02204176,刘雪,女,2001-11-15,1.62,西6舍123
02004178,李芳,男,2002-10-23,1.61,东6舍123
02204180,赵淑英,女,2003-07-26,1.79,西6舍123
02004182,周娟,男,2002-03-24,1.77,东6舍123
02204184,尤俊,女,2003-08-10,1.58,西6舍124
02004186,柳帅,男,2003-09-24,1.65,东6舍124
02204188,郭洋,女,2001-01-06,1.78,西6舍124
02004190,潘欣,男,2003-12-14,1.65,东6舍124
02204192,姬秀兰,女,2002-10-14,1.64,西6舍125
02004194,刘雪梅,男,2003-10-11,1.69,东6舍125
02204196,曾建国,女,2001-10-11,1.76,西6舍125
02004198,任丽丽,男,2001-11-03,1.69,东6舍125
02204200,陆丹丹,女,2001-12-09,1.80,西6舍126
02004202,王林,男,2003-12-08,1.70,东6舍126
02204204,林秀兰,女,2002-08-15,1.53,西6舍126
02004206,叶玉珍,男,2002-08-07,1.83,东6舍126
02204208,黄秀兰,女,2002-07-29,1.62,西6舍127
02004210,杨浩,男,2001-07-30,1.82,东6舍127
02204212,熊婷婷,女,2002-04-29,1.76,西6舍127
02004214,李凤英,男,2003-02-04,1.60,东6舍127
02204216,王佳,女,2003-08-05,1.73,西6舍128
02004218,宋峰,男,2001-02-27,1.84,东6舍128
02204220,朱莹,女,2001-06-12,1.58,西6舍128
02004222,何莉,男,2003-10-08,1.70,东6舍128
02204224,李楠,女,2002-05-29,1.80,西6舍129
02004226,黎琴,男,2002-06-30,1.85,东6舍129
02204228,刘成,女,2002-07-29,1.77,西6舍129
02004230,刘玉华,男,2001-07-27,1.65,东6舍129
02204232,彭晨,女,2001-04-28,1.77,西6舍130
02004234,赵帅,男,2001-07-18,1.74,东6舍130
02204236,童桂花,女,2002-09-24,1.54,西6舍130
02004238,徐瑞,男,2002-10-23,1.61,东6舍130
02204240,司洋,女,2002-01-21,1.58,西6舍131
02004242,陶霞,男,2002-03-19,1.82,东6舍131
02204244,任帅,女,2001-11-02,1.69,西6舍131
02004246,刘畅,男,2002-06-17,1.86,东6舍131
02204248,高丹丹,女,2003-04-04,1.61,西6舍132
02004250,董颖,男,2003-09-23,1.67,东6舍132
02204252,孙建军,女,2002-03-29,1.80,西6舍132
02004254,何淑兰,男,2003-01-22,1.88,东6舍132
02204256,杨淑英,女,2001-01-20,1.57,西6舍133
02004258,陈兵,男,2003-12-23,1.64,东6舍133
02204260,张桂花,女,2001-03-22,1.54,西6舍133
02004262,曹英,男,2002-12-13,1.90,东6舍133
02204264,玉婷婷,女,2001-03-21,1.71,西6舍134
02004266,龚洋,男,2003-05-06,1.62,东6舍134
02204268,马利,女,2002-05-12,1.62,西6舍134
02004270,杨健,男,2002-05-12,1.73,东6舍134
02204272,刘秀云,女,2001-12-02,1.76,西6舍135
02004274,康志强,男,2002-11-22,1.70,东6舍135
02204276,张秀梅,女,2003-11-11,1.65,西6舍135
02004278,梁洁,男,2002-10-07,1.68,东6舍135
02204280,吴燕,女,2003-04-06,1.68,西6舍136
02004282,周洁,男,2003-08-11,1.65,东6舍136
02204284,许慧,女,2003-05-14,1.57,西6舍136
02004286,张建,男,2002-11-07,1.64,东6舍136
02204288,王小红,女,2001-09-15,1.69,西6舍137
02004290,张凯,男,2001-11-02,1.73,东6舍137
02204292,许玉华,女,2001-09-01,1.80,西6舍137
02004294,张海燕,男,2003-02-04,1.75,东6舍137
02204296,陈静,女,2001-01-08,1.72,西6舍138
02004298,董红霞,男,2003-07-18,1.82,东6舍138
02204300,闭霞,女,2002-01-02,1.67,西6舍138
02004302,周亮,男,2001-12-24,1.63,东6舍138
02204304,朱磊,女,2002-04-14,1.80,西6舍139
02004306,何建平,男,2001-06-28,1.80,东6舍139
02204308,孙莉,女,2001-05-20,1.56,西6舍139
02004310,张金凤,男,2001-10-01,1.71,东6舍139
02204312,梁荣,女,2003-07-11,1.68,西6舍140
02004314,张欣,男,2002-08-30,1.80,东6舍140
02204316,施丹,女,2002-12-19,1.54,西6舍140
02004318,孙亮,男,2001-08-10,1.78,东6舍140
02204320,王健,女,2003-03-22,1.63,西6舍141
02004322,李丽丽,男,2002-08-23,1.79,东6舍141
02204324,姜娜,女,2002-09-05,1.79,西6舍141
02004326,杨彬,男,2003-07-22,1.60,东6舍141
02204328,董林,女,2001-09-08,1.70,西6舍142
02004330,段娟,男,2001-05-18,1.86,东6舍142
02204332,郭萍,女,2002-09-03,1.63,西6舍142
02004334,李秀兰,男,2003-01-02,1.81,东6舍142
02204336,苗琳,女,2002-11-06,1.67,西6舍143
02004338,王玉华,男,2003-02-12,1.81,东6舍143
02204340,徐建平,女,2002-07-06,1.59,西6舍143
02004342,任玉梅,男,2001-11-23,1.86,东6舍143
02204344,郭芳,女,2002-03-03,1.70,西6舍144
02004346,王斌,男,2001-08-12,1.61,东6舍144
02204348,王燕,女,2002-12-06,1.61,西6舍144
02004350,石秀芳,男,2001-01-25,1.87,东6舍144
02204352,王杰,女,2001-01-17,1.50,西6舍145
02004354,孙文,男,2001-02-17,1.75,东6舍145
02204356,萧岩,女,2001-10-25,1.75,西6舍145
02004358,李建军,男,2003-02-17,1.62,东6舍145
02204360,吴帆,女,2003-08-09,1.79,西6舍146
02004362,周杰,男,2002-11-30,1.73,东6舍146
02204364,陈伟,女,2003-01-29,1.62,西6舍146
02004366,何龙,男,2003-03-16,1.68,东6舍146
02204368,王建军,女,2003-04-02,1.71,西6舍147
02004370,蒋超,男,2001-01-10,1.83,东6舍147
02204372,张勇,女,2002-07-06,1.57,西6舍147
02004374,戴波,男,2001-02-22,1.75,东6舍147
02204376,王秀珍,女,2002-03-04,1.78,西6舍148
02004378,杜林,男,2002-05-08,1.81,东6舍148
02204380,潘彬,女,2002-06-28,1.62,西6舍148
02004382,谭凯,男,2003-03-22,1.75,东6舍148
02204384,韩旭,女,2003-05-27,1.54,西6舍149
